date_time,temperature,precipitation,wind_speed,humidity,radiation,total_cloudiness,visibility,ground_temp
060400,18.18678608,0,0.629548128,98.94966334,0,5.175849655,1586.121234,20.72467697
060410,18.65253122,0,0.666615232,99.04878408,0,5.710944465,1514.929345,20.67817411
060420,18.29471792,0,0.665217958,99.0204736,0,6.611644832,1851.649294,20.36176209
060430,18.12692902,0,0.692172571,99.03057473,0,6.183440239,1468.330932,20.38822236
060440,18.38120391,0,0.625760723,99.07398683,0,5.905913125,1439.215978,20.9331218
060450,18.55092116,0,0.667282626,99.00691782,0,5.684872692,1533.72745,20.64536777
060500,18.40435354,0,0.620943955,98.98711853,0,5.176146227,1744.920727,20.67302632
060510,18.26744304,0,0.623265977,98.99948292,0,6.255738516,1405.517487,21.07712187
060520,18.22078156,0,0.613863055,98.99132118,0,5.070867554,1913.274869,21.06626339
060530,18.20200824,0,0.641478579,99.09944423,0,6.60661738,1598.777727,21.03044528
060540,18.25402218,0,0.696371015,99.03694764,0,5.916543439,1912.980885,21.31672084
060550,18.49349763,0,0.596983903,98.93249005,0,6.221883342,1641.847469,20.83054896
060600,18.28304065,0,0.598811218,99.0277096,0,5.307962805,1478.713721,21.03680187
060610,18.15621929,0,0.697391408,98.91030965,0,6.387111033,1705.331121,20.66103871
060620,18.40450823,0,0.618979582,98.98496773,0,4.986293312,1747.435974,20.6523964
060630,18.09120395,0,0.684052823,98.97742621,0,6.999825618,1929.90416,20.86577155
060640,18.1950813,0,0.635691861,99.03324028,0,5.844935328,1794.671841,20.6295753
060650,18.24709897,0,0.618350504,99.08276366,0,5.459539369,1960.515922,21.11497793
060700,18.48701148,0,0.673130185,99.03266962,0,5.20913604,1471.967945,20.46893691
060710,18.21639144,0,0.653558895,98.90916609,0,5.344135866,1859.196832,21.05742109
060720,18.37791636,0,0.626554753,98.96037397,0,6.761452181,1789.492794,20.67299519
060730,18.41828152,0,0.648149198,99.09722705,0,6.473425572,1658.44065,20.24549505
060740,18.18734471,0,0.640282912,98.93257678,0,5.941472395,1402.340749,20.40613738
060750,18.31257608,0,0.642169723,98.90110704,0,6.755727274,1907.399761,21.07723594
060800,18.47027132,0,0.647928202,99.06655657,0,5.902891686,1584.689783,20.91390745
060810,18.54651896,0,0.62988956,98.90903173,0,7.086564534,1799.397308,20.86050323
060820,18.22620403,0,0.592922057,98.97804772,0,7.0551251,1738.25582,20.49899468
060830,18.33382009,0,0.619958306,98.93593162,0,5.418679869,1700.452886,20.97597566
060840,18.38720452,0,0.645809833,98.97254752,0,6.596608042,1658.188889,20.39429535
060850,18.52953122,0,0.618464829,98.9139883,0,6.746632067,1785.101389,20.75908343
060900,18.46480386,0,0.687753932,99.04719826,0,6.165158226,1522.291337,20.86778033
060910,18.20144454,0,0.608043369,99.03893467,0,6.704973824,1782.732144,20.71966332
060920,18.41896829,0,0.637351641,98.90376255,0,6.642610538,1680.049298,20.93899394
060930,18.14806289,0,0.614498602,98.99012151,0,6.088562257,1929.767039,20.41595699
060940,18.1608429,0,0.602312502,99.01705764,0,6.00137182,1864.594815,20.49691645
060950,18.36543036,0,0.628457906,99.01234541,0,6.098325179,1401.726358,20.57162908
061000,18.27443008,0,0.651225154,99.09372775,0,5.882049535,1776.211589,20.55062491
061010,18.39039087,0,0.682021036,99.03656359,0,5.598082323,1832.762106,20.22464629
061020,18.31005129,0,0.698148469,98.93616306,0,7.180961954,1824.426768,20.81311023
061030,18.51096385,0,0.586259855,99.04935046,0,5.738483804,1496.769403,20.94240325
061040,18.36174738,0,0.633033128,99.00641333,0,5.465621494,1929.712591,20.88990125
061050,18.55263241,0,0.61939406,98.97682989,0,4.944392771,1826.373491,20.40115305
061100,18.54589937,0,0.597587137,99.0248138,0,6.674949957,1485.626011,20.52644256
061110,18.24409283,0,0.655733706,98.99663079,0,5.320022797,1764.357916,20.85969343
061120,18.52473553,0,0.596516048,99.04502393,0,6.017976624,1714.804033,20.28426891
061130,18.27547464,0,0.707674774,99.08239871,0,6.374929057,1522.368163,20.55721565
061140,18.34631162,0,0.685106339,98.91062952,0,5.394027418,1521.264565,20.90992399
061150,18.28041702,0,0.627778873,99.08175054,0,5.351740096,2008.37934,20.52205419
061200,18.55633527,0,0.622570526,98.96578379,0,6.065234897,1766.125909,20.35938797
061210,18.37208937,0,0.683203018,99.08842398,0,5.232616325,1402.875675,20.66316695
061220,18.35277121,0,0.650320139,99.07279781,0,6.469980691,1834.60266,20.56260885
061230,18.28010325,0,0.614064257,99.09630322,0,6.146470516,1683.986971,21.07556283
061240,18.23910758,0,0.616383791,98.92977162,0,5.879610334,1806.232618,20.63157966
061250,18.28151872,0,0.602557639,99.06458142,0,5.82970061,1941.96492,20.99979393
061300,18.31557121,0,0.682811965,98.91179577,0,6.297520968,1791.424574,20.13474171
061310,18.29006573,0,0.609432252,98.98876291,0,5.829649351,1614.194912,20.41806212
061320,18.30670047,0,0.664240944,98.91034047,0,5.73746932,1725.663667,21.16956395
061330,18.33233244,0,0.701347403,98.91835106,0,5.453051762,1587.902171,21.21780022
061340,18.16997531,0,0.661082234,99.09249707,0,6.418914081,1521.684372,20.87262522
061350,18.19085907,0,0.695393559,99.05851131,0,5.961288821,1860.492335,21.03563497
061400,18.27763158,0,0.599933593,99.01232684,0,6.351466333,1723.762532,20.39354625
061410,18.58471984,0,0.600306458,98.96469934,0,6.464875742,1990.647135,20.87975168
061420,18.27176459,0,0.702133152,99.0336444,0,4.990232056,1558.234294,20.58466432
061430,18.18802896,0,0.609564101,99.04621894,0,5.115223735,1654.833749,20.97355712
061440,18.37994186,0,0.664546278,99.0346972,0,7.076121954,1680.948842,20.88169746
061450,18.56431973,0,0.692983914,99.0534184,0,5.866617958,1668.889355,21.07984819
061500,18.62926448,0,0.627762021,98.94509924,0,6.789149412,1741.288087,21.12747308
061510,18.36611368,0,0.686346709,99.00069547,0,6.071991587,1966.396696,21.05582078
061520,18.17323824,0,0.691454388,99.0879463,0,5.810259019,1465.977722,20.55357953
061530,18.544567,0,0.642176569,99.00058519,0,6.670929069,1574.184993,20.8616289
061540,18.13314553,0,0.618054222,99.05811481,0,5.604190778,1560.560587,20.99418121
061550,18.26272024,0,0.699052171,99.02328677,0,6.447192424,1856.250306,20.83809729
061600,18.06179827,0,0.600558977,99.01248701,0,6.106121972,1541.370728,21.21728396
061610,18.36847699,0,0.641187903,98.99625113,0,5.889376618,1491.642401,20.45032822
061620,18.30389519,0,0.703908382,99.0294544,0,6.216971162,1768.491624,20.7136346
061630,18.45611482,0,0.627506172,98.92048804,0,5.636462168,1982.206792,20.05367872
061640,18.43348055,0,0.643352196,98.93523684,0,6.062373168,1904.650474,21.18093983
061650,18.47128593,0,0.688405223,99.01634356,0,5.564838991,1560.57221,21.09356536
061700,18.44026075,0,0.662390505,99.09198592,0,6.831099193,1603.77069,20.83912087
061710,18.16467316,0,0.653627789,99.08212636,0,5.145249878,1695.578395,20.40014854
061720,18.13943384,0,0.670328915,98.94541946,0,5.215843679,1556.980226,21.13338554
061730,18.07916539,0,0.601542681,99.00923832,0,5.462634756,1882.876811,20.64835251
061740,18.2792744,0,0.651404924,98.93551628,0,6.828033348,1853.989822,20.4582528
061750,18.39079069,0,0.693010921,99.09627505,0,5.878661522,1620.61616,20.69644798
061800,18.35557627,0,0.666219749,99.01983419,0,5.943349291,1841.468098,20.34073429
061810,18.30458689,0,0.685389139,99.00120267,0,6.765530217,1540.582148,20.67358364
061820,18.11732166,0,0.587579477,99.04510606,0,6.573798096,1409.442326,20.96500128
061830,18.40352608,0,0.640089948,99.09137162,0,5.998944487,1912.068384,20.43262729
061840,18.21448206,0,0.626592686,98.98431929,0,6.689125591,1754.594976,21.26762589
061850,18.14834652,0,0.652742395,99.08934016,0,6.701809405,1538.866988,20.51964324
061900,18.41012569,0,0.637900445,98.94563628,0,5.658216578,1481.017078,20.35847619
061910,18.48572305,0,0.674568637,99.00356762,0,6.436149033,1807.352675,20.87714183
061920,18.41090865,0,0.613616342,99.09050015,0,5.523995327,1898.074756,21.18885953
061930,18.23869471,0,0.601661392,99.03879341,0,6.43712149,1583.69622,20.51606513
061940,18.17619282,0,0.666891872,99.06805081,0,6.194849818,1542.032215,20.47449882
061950,18.46832712,0,0.624713294,98.9598616,0,6.776102533,1573.183706,20.61377169
062000,18.15174804,0,0.59127877,99.07981971,0,5.941446602,1649.583079,20.27801336
062010,18.07344876,0,0.60123643,99.0393076,0,6.306678811,1663.064937,20.41370485
062020,18.17732828,0,0.638573931,99.09303152,0,5.381931332,1790.120288,20.34403982
062030,18.49387748,0,0.661021538,98.91962127,0,5.391916517,1570.958218,20.63834465
062040,18.48612658,0,0.643826483,99.05873513,0,6.303682697,1653.997453,20.77532776
062050,18.20470323,0,0.632273621,99.02795928,0,7.156537659,1778.362998,20.14647121
062100,18.39620918,0,0.627177772,98.98717068,0,6.986147581,1719.227641,20.36832592
062110,18.16138168,0,0.651403912,99.0737838,0,6.22959019,1848.07632,21.24945339
062120,18.2792891,0,0.675621585,99.02058464,0,6.851593635,1485.363887,20.95939946
062130,18.56522954,0,0.618286994,98.98060308,0,6.247502691,1617.054446,20.47633477
062140,18.53572829,0,0.629998786,98.98393245,0,6.473770108,1463.362333,20.62673745
062150,18.24295549,0,0.645646363,99.02237157,0,5.818450068,1657.969261,20.87794086
062200,18.33933764,0,0.633382639,98.97567877,0,6.97629389,1536.266259,20.1901172
062210,18.11260817,0,0.686265828,99.02593538,0,6.450934789,1558.599437,20.23121624
062220,18.16516519,0,0.658832418,98.93159899,0,4.980544379,1417.275435,20.92488455
062230,18.37241889,0,0.680710903,98.94623025,0,6.357010155,1435.284826,20.37214682
062240,18.5413542,0,0.635176369,98.98929077,0,5.305629878,1741.879658,20.43023121
062250,18.46856929,0,0.64995383,98.98685939,0,5.757386543,1582.254318,21.04255947
062300,18.5678815,0,0.687452182,98.94265345,0,5.577021424,1437.943434,20.52700485
062310,18.63871701,0,0.597881265,99.03305341,0,5.750284837,1940.131726,21.01977161
062320,18.1673671,0,0.63296837,99.0836144,0,6.396748892,1458.256357,20.38705404
062330,18.45083006,0,0.668946863,99.0163885,0,6.839857663,1854.253817,20.46745468
062340,18.38417837,0,0.675799074,99.01922249,0,5.758157102,1605.877083,21.17688974
062350,18.20237184,0,0.681149124,98.99063138,0,6.878038042,1628.240406,21.06139006
062400,18.28315186,0,0.68802656,99.01103936,0,5.465914701,1671.071854,20.54758515
062410,18.35861682,0,0.685136782,98.99626625,0,5.463128094,1692.080126,20.44283377
062420,18.46860995,0,0.616203196,99.08691885,0,5.987651023,1832.042756,20.50155873
062430,18.12499186,0,0.688122196,98.97184106,0,5.505775678,1835.075386,20.05004761
062440,18.29443438,0,0.696166598,98.97725455,0,5.394380839,1695.045932,20.99476647
062450,18.38971306,0,0.639745258,98.99206975,0,6.263119836,1644.125696,20.08441294
062500,18.5261284,0,0.60976249,99.02953157,0,5.362044148,1773.136638,20.62519469
062510,18.23934132,0,0.629612447,99.0661585,0,6.284677173,1821.998244,20.29268306
062520,18.27877474,0,0.602273211,99.09175773,0,5.820509883,1563.636487,20.70201724
062530,18.50805934,0,0.635229715,99.00207193,0,6.278960175,1540.772303,20.45994573
062540,18.26064417,0,0.636372377,99.08481934,0,6.526178169,1789.080473,21.14749558
062550,18.07734956,0,0.693413906,98.96512987,0,6.962360002,1616.18593,20.99293473
062600,18.39883196,0,0.703504485,98.9688331,0,5.376955983,1849.340978,20.6039002
062610,18.52766594,0,0.670914415,98.95141185,0,5.977835421,1733.188519,20.75849707
062620,18.32849911,0,0.676359121,99.06351725,0,5.792861356,1713.695262,20.44349949
062630,18.63335752,0,0.613952537,98.94013775,0,6.041126381,1580.255296,20.69868379
062640,18.47540447,0,0.667363586,98.93330564,0,6.786192378,1387.583983,20.64652706
062650,18.52470415,0,0.617848121,99.04284714,0,5.641526416,1824.927,20.15575799
062700,18.13880996,0,0.670437343,98.9356002,0,6.83987011,1650.919468,20.41704765
062710,18.23339957,0,0.688292271,99.04843152,0,5.411243285,1481.362836,21.04060497
062720,18.50196433,0,0.636390371,98.98787405,0,6.160298451,1842.45736,21.14272936
062730,18.0702938,0,0.654440919,98.96447475,0,5.162762311,1664.828515,20.44609017
062740,18.50386339,0,0.638329751,98.98462134,0,6.459175958,1888.899337,20.06826596
062750,18.65580104,0,0.629191707,98.91775759,0,5.344256375,1502.069193,21.06524911
062800,18.67620445,0,0.659670513,99.05572202,0,6.347742545,1849.798726,20.66175802
062810,18.11649401,0,0.692230824,98.91581719,0,5.451126803,1922.491465,20.40478398
062820,18.07254668,0,0.690746372,99.07993828,0,5.993290273,1465.040637,20.99469995
062830,18.55359856,0,0.643694777,99.00324983,0,6.523954852,1394.842958,20.91737284
062840,18.48390025,0,0.683566808,99.02898198,0,6.232072372,1727.746395,20.19151237
062850,18.34789259,0,0.687792649,98.98371117,0,5.585771037,1502.876039,21.10738472
062900,18.38195789,0,0.600998265,99.0551317,0,5.498822346,1608.142765,20.11794119
062910,18.22627808,0,0.689458925,99.06697409,0,5.427464727,1854.683975,20.61010248
062920,18.20361476,0,0.654140396,98.92090586,0,6.711427945,1900.843195,20.69610998
062930,18.40267048,0,0.653096342,99.05701091,0,6.773193758,1785.992089,20.71291456
062940,18.26189137,0,0.633920993,98.95446423,0,6.890097161,1677.724965,21.28905551
062950,18.44306627,0,0.665211097,99.07144764,0,5.745123045,1532.808065,20.65140883
063000,18.41338839,0,0.673221063,99.02454525,0,5.681503186,1452.018987,20.25834664
063010,18.18121369,0,0.586663094,98.90780176,0,6.428188842,1374.953891,21.03274277
063020,18.35913673,0,0.655588777,99.00956487,0,5.992493673,1581.219541,20.52957333
063030,18.0946352,0,0.685094177,98.96357815,0,5.389266505,1727.628766,20.7633205
063040,18.12428477,0,0.694185212,99.01499108,0,6.613028586,1484.873446,20.20449952
063050,18.39765928,0,0.648866719,99.08020653,0,5.7621326,1835.90765,20.21332681
063100,18.51577846,0,0.69911145,99.03441138,0,5.583915143,1702.406593,20.54547493
063110,18.18589058,0,0.672754789,98.98257572,0,4.988883784,1572.409153,21.05151987
063120,18.46646349,0,0.640888438,98.98263754,0,6.636669096,1481.62401,20.60681913
063130,18.44429907,0,0.62874756,99.06978657,0,6.300148317,1622.934544,20.9291207
063140,18.51579615,0,0.620974501,98.91292999,0,5.576666692,1962.018397,21.0145231
063150,18.21203419,0,0.637469489,98.99723952,0,7.044649724,1805.162311,20.82476656
063200,18.18012148,0,0.64432045,99.02832149,0,5.953263856,1658.322728,20.71734587
063210,18.20010211,0,0.630698175,98.93226427,0,5.205483734,1650.653571,20.5733423
063220,18.20918041,0,0.674802894,99.07155055,0,5.357563665,1858.782423,20.73446293
063230,18.19943587,0,0.673224775,98.93566297,0,5.502170471,1523.810403,20.60168355
063240,18.45264515,0,0.640896125,99.07620762,0,5.444906261,1821.644799,21.25925616
063250,18.22958168,0,0.673606745,98.95978574,0,5.43479323,1850.362098,21.06759174
063300,18.52439379,0,0.690843861,99.0805334,0,5.453838428,1517.647683,21.08803688
063310,18.31770532,0,0.671860671,99.05716129,0,5.102495306,1532.275157,21.21260664
063320,18.14860968,0,0.6452866,98.98835984,0,5.429034305,1851.375319,20.84678161
063330,18.58449501,0,0.618726214,99.04235355,0,7.080260019,1996.416901,20.34638258
063340,18.50275625,0,0.63388788,98.94654005,0,5.971404684,1690.41381,20.64942432
063350,18.62138798,0,0.650238964,99.09642038,0,6.543775475,1818.185181,20.64202447
063400,18.44434975,0,0.619200506,98.94238817,0,6.229730796,1751.989095,20.57302627
063410,18.19323518,0,0.693149991,98.95451542,0,4.969369467,1720.975494,20.58588456
063420,18.28978197,0,0.58922451,98.96029495,0,5.624477071,1916.199807,20.21983162
063430,18.41836699,0,0.682512172,99.04825724,0,6.497359467,1967.206047,20.62919745
063440,18.65708138,0,0.612359417,99.04115703,0,6.916931119,1756.733549,21.00747356
063450,18.49352112,0,0.612895324,99.08383029,0,5.785238855,1938.213562,20.40360504
063500,18.25408745,0,0.654281995,99.05190134,0,6.71043451,1658.138868,20.46846587
063510,18.40778604,0,0.593815775,99.07963643,0,6.247549236,1846.716936,20.28369164
063520,18.13437165,0,0.613426532,99.08303359,0,5.302970867,1985.423152,20.81329397
063530,18.38069875,0,0.707065175,99.08027303,0,6.303257064,1825.986915,20.84229953
063540,18.14444332,0,0.608492942,99.00902585,0,6.376231343,1736.811372,21.03084299
063550,18.24800836,0,0.629636531,99.06876048,0,6.270486437,1816.466031,20.23305411
063600,18.53262026,0,0.706379576,98.95174896,0,5.264577215,1756.999165,20.65976379
063610,18.20831313,0,0.668805731,99.06050713,0,5.812475076,1840.907188,20.45456052
063620,18.42947174,0,0.643348942,99.0343453,0,5.629196404,1685.285062,21.00957401
063630,18.17695073,0,0.650510275,98.98345005,0,6.373438361,1719.673396,21.10532749
063640,18.32604918,0,0.644450765,98.96816451,0,6.881851995,1607.474337,21.27794167
063650,18.32101549,0,0.608576289,99.08747472,0,5.435983851,1647.913927,20.95051248
063700,18.326088,0,0.682426564,98.96764491,0,5.503420039,1663.234882,20.75700879
063710,18.23263872,0,0.620055484,98.92093895,0,5.791320848,1632.517888,20.75418359
063720,18.45757755,0,0.64558998,98.99342978,0,5.532528953,1868.200943,20.36810308
063730,18.5119755,0,0.608783857,98.9418153,0,6.908189197,1414.776168,20.58860489
063740,18.34835949,0,0.655268358,98.965726,0,5.674096127,1931.835001,20.8734094
063750,18.3542685,0,0.674986789,99.00750144,0,6.105760557,1708.426244,20.98868406
063800,18.49762294,0,0.659804914,98.99408116,0,6.477993865,1690.88884,20.40163205
063810,18.42125762,0,0.675260819,99.06232524,0,6.223474241,1789.714501,20.21833208
063820,18.28374308,0,0.60526403,98.93785648,0,6.127262677,1880.77492,20.81972791
063830,18.03613302,0,0.595307803,98.96993195,0,7.134923823,1603.913405,20.75016341
063840,18.16643278,0,0.602939511,99.00226899,0,7.158143086,1419.155729,20.82364707
063850,18.47219053,0,0.667372536,99.05054099,0,5.727751433,1443.351294,20.79472593
063900,18.26689169,0,0.66694847,99.06730086,0,6.438339241,1546.218874,20.53361195
063910,18.5464132,0,0.69855062,99.02958077,0,6.621338018,1642.836769,20.30245813
063920,18.37805419,0,0.654197431,98.97392598,0,6.435687809,1510.535814,20.89855418
063930,18.38930768,0,0.618357505,99.07159135,0,7.04013084,1602.994363,20.64382688
063940,18.55658205,0,0.593277819,98.91753121,0,6.079958133,1829.999789,21.15931075
063950,18.18638452,0,0.660264041,99.09254554,0,5.652529423,1536.471046,20.42909046
064000,18.62941214,0,0.665553855,99.03986578,0,6.217100389,1771.012071,20.77460014
064010,18.4685042,0,0.650731054,98.96945488,0,5.726209181,1692.823085,21.10555057
064020,18.60613926,0,0.626073814,98.91094701,0,6.237291321,1503.293224,20.6176332
064030,18.27237688,0,0.675011802,98.91070053,0,6.318016543,1791.230666,21.11360317
064040,18.38553062,0,0.676579796,98.99006771,0,6.460715063,1731.159324,20.50851514
064050,18.5301095,0,0.668028918,99.02568465,0,5.778569944,1848.772429,20.8342066
064100,18.29125991,0,0.648659647,99.06402055,0,6.885174525,1441.653132,20.6486878
064110,18.58825669,0,0.702842047,99.02934413,0,6.380454353,1685.720364,20.46730479
064120,18.55907872,0,0.691739468,99.08709981,0,5.558433051,1537.428881,20.81541965
064130,18.59706891,0,0.674165915,98.90366299,0,5.957313142,1652.554378,20.19523268
064140,18.40120981,0,0.59634665,99.00066581,0,5.141757916,1719.532324,20.64656107
064150,18.31897992,0,0.686055268,99.0239013,0,5.64234715,1607.440942,20.37294717
064200,18.15965626,0,0.657920272,99.00987335,0,6.713565043,1781.305454,20.15439231
064210,18.37953528,0,0.640805339,98.94410238,0,6.089955243,1395.940182,20.64688506
064220,18.30599408,0,0.605939852,98.95835022,0,6.467937814,1887.641867,20.207047
064230,18.26287089,0,0.695213351,99.04932026,0,5.079896113,1563.499749,20.32840954
064240,18.52522179,0,0.619350479,99.03808554,0,5.632918958,2003.56492,20.74665323
064250,18.60493679,0,0.624410314,99.03679184,0,6.624022407,1790.39676,20.99454525
064300,18.52601761,0,0.66968419,98.93214328,0,5.009214123,1891.620796,20.42350332
064310,18.42267591,0,0.603696406,98.96428591,0,5.934531891,1643.357487,20.52512478
064320,18.19572169,0,0.665403891,98.97646243,0,6.886826849,1875.025466,20.72349226
064330,18.48046178,0,0.637708338,98.95008132,0,6.722731064,1861.135072,21.22293494
064340,18.25478862,0,0.638287166,98.91335359,0,5.239107756,1401.070524,20.61901078
064350,18.3273764,0,0.619228262,99.07672622,0,6.082661111,1640.151882,20.59913862
064400,18.17829516,0,0.627412892,99.0891695,0,5.759790882,1633.335407,20.31128435
064410,18.20197048,0,0.677221419,98.96279073,0,7.124586812,1520.16449,21.0437047
064420,18.33574979,0,0.619708564,99.07953864,0,5.656457976,1562.299498,20.47437077
064430,18.26196665,0,0.665756921,99.07728899,0,5.69949061,1629.144969,20.92621932
064440,18.48141737,0,0.660102594,99.04864186,0,5.786919162,1787.421256,20.32520388
064450,18.15512127,0,0.63245719,98.91865053,0,4.810497131,1604.482977,20.65455192
064500,18.50648151,0,0.60524717,98.97278883,0,5.384319839,1475.42214,20.96377385
064510,18.4044696,0,0.620127949,99.01753865,0,4.946259682,1673.772365,21.16459119
064520,18.58841503,0,0.691077017,99.05324497,0,4.976539565,1785.850527,20.09571224
064530,18.30520942,0,0.685542878,98.976949,0,6.147782967,1896.013484,20.95720758
064540,18.25379113,0,0.6222753,99.00165325,0,5.296355712,1349.24815,20.58192057
064550,18.52110367,0,0.713268009,98.97800173,0,6.509355148,1898.63205,20.6743243
064600,18.31955092,0,0.668272353,98.92238324,0,5.126599034,1686.407029,20.64789545
064610,18.47081397,0,0.666732856,99.012347,0,6.981440641,1885.210781,20.0594368
064620,18.52406156,0,0.665784084,98.93051971,0,7.359508163,1944.579759,20.64047672
064630,18.47060908,0,0.653856157,99.0558442,0,4.839588788,1456.084353,20.97774541
064640,18.33757633,0,0.604086479,98.96495192,0,6.396465932,1852.081941,20.13079046
064650,18.60249549,0,0.662045133,99.09211924,0,5.444523973,1832.651777,21.23240781
064700,18.58914023,0,0.697154159,99.06214292,0,5.840368516,1543.014519,21.11947899
064710,18.47127025,0,0.622439754,99.03652128,0,5.538110826,1391.885289,21.1719368
064720,18.42678559,0,0.619601507,99.02677903,0,5.889172639,1686.642695,20.34272427
064730,18.13222471,0,0.633650701,98.92608062,0,5.613887616,1429.534081,20.8029556
064740,18.51573483,0,0.657819162,98.92141028,0,6.06072826,1619.555422,21.26102622
064750,18.54074741,0,0.590094079,99.0385256,0,5.353864964,1556.528202,20.54722678
064800,18.52163096,0,0.628333289,98.95712885,0,6.128329162,1437.229594,20.79320484
064810,18.32284935,0,0.61723864,98.99543397,0,5.30240987,1585.67187,20.49768223
064820,18.56734861,0,0.682955371,99.02639151,0,6.75397416,1904.078985,20.72559199
064830,18.40392399,0,0.643551682,99.03118584,0,5.205705769,1838.832092,20.85715129
064840,18.22862575,0,0.674165763,99.03443189,0,5.759286497,1712.425884,21.15317517
064850,18.17456852,0,0.670341421,98.92476655,0,4.864018009,1726.16791,20.64594022
064900,18.58252135,0,0.688345191,99.01411601,0,5.322341084,1654.186813,20.49051297
064910,18.52667505,0,0.712830203,98.93081385,0,6.064685505,1956.623345,20.76280048
064920,18.35537925,0,0.652253191,98.93765774,0,5.859400828,1580.833301,20.97252928
064930,18.51721842,0,0.707849267,98.90325442,0,5.595405001,1481.338179,20.6452134
064940,18.51224446,0,0.687922655,99.02448663,0,5.006412595,1863.494776,20.87202854
064950,18.4026513,0,0.638081858,99.02226961,0,5.874076574,1580.23699,20.48320801
065000,18.38484032,0,0.672238607,99.02049888,0,6.261631802,1757.717835,20.93334575
065010,18.54415805,0,0.642801869,99.0648434,0,6.079084172,1626.504152,20.60772109
065020,18.58972545,0,0.641818606,99.06894287,0,5.586744966,1540.960195,20.57242888
065030,18.48088539,0,0.625114243,99.0105285,0,5.653127983,1690.657903,21.18092412
065040,18.49167171,0,0.665073761,98.96436844,0,6.392905118,1431.076934,20.78323326
065050,18.5664723,0,0.689828168,98.95203793,0,6.420717382,1454.649439,21.09858194
065100,18.22365038,0,0.643415046,99.03818445,0,6.839728688,1514.346138,20.86976886
065110,18.21888579,0,0.663087579,98.91825497,0,6.558388982,1805.431021,20.93362785
065120,18.35286359,0,0.601092726,98.94110175,0,5.497264248,1677.912888,20.28347367
065130,18.17887353,0,0.68103468,98.95889143,0,6.343948614,1768.142264,20.16106641
065140,18.49980303,0,0.61519034,98.97363074,0,6.553042589,1822.143697,20.70970702
065150,18.45989509,0,0.626957614,98.95897043,0,5.698473564,1890.394637,20.37512948
065200,18.66786008,0,0.678511165,99.09786788,0,6.479508976,1854.833159,20.46034117
065210,18.50859234,0,0.600960728,99.04061538,0,5.543463349,1608.405709,20.23500259
065220,18.08741918,0,0.679179438,99.02211218,0,5.302313778,1620.562203,20.38991012
065230,18.45876703,0,0.626412163,98.97016719,0,6.600709037,1890.121173,21.30801063
065240,18.31757613,0,0.643659542,98.95565653,0,4.792609183,1795.645679,20.47931841
065250,18.19896781,0,0.631800035,98.98549436,0,6.263893503,1604.845551,21.03192864
065300,18.05278828,0,0.69949724,99.05108083,0,6.443714601,1476.908698,20.95158726
065310,18.33900428,0,0.67616114,99.0971347,0,4.860694749,1536.463486,21.03693401
065320,18.5070335,0,0.666302719,99.03210364,0,5.386936315,1953.878925,20.97384162
065330,18.34702114,0,0.625790662,99.07824756,0,4.635019022,1916.328175,20.37373303
065340,18.2032009,0,0.64136339,99.01473602,0,6.117948982,1743.687561,20.68138996
065350,18.56089015,0,0.653317319,98.91205277,0,4.92705358,1415.219452,20.53624458
