,date_time,temperature,precipitation,wind_speed,humidity,radiation,total_cloudiness,visibility,ground_temp,now_aod,before_hour_aod
48,05-06 01:08:00,20.04357807,0.0,0.826662166,98.90324641,0.0,7.573159056,700.6763122,20.59723723,0.0,0.0
49,05-06 01:08:10,19.71827594,0.0,0.866017554,98.9724028,0.0,5.972208698,690.9663948,20.72404581,0.0,0.0
50,05-06 01:08:20,19.97376181,0.0,0.845884031,99.0833171,0.0,7.47092802,631.4966862,20.50045395,0.0,0.0
51,05-06 01:08:30,19.9590949,0.0,0.832822048,99.0910517,0.0,6.098482809,647.9528529,20.67133954,0.0,0.0
52,05-06 01:08:40,19.96174927,0.0,0.878326946,98.95170333,0.0,8.22891411,654.7512814,20.35384698,0.0,0.0
53,05-06 01:08:50,19.94577587,0.0,0.866307572,98.9424179,0.0,7.945611588,784.7139859,20.55138218,0.0,0.0
54,05-06 01:09:00,20.03949585,0.0,0.841967113,98.9709408,0.0,6.56315941,756.343913,20.54587039,0.0,0.0
55,05-06 01:09:10,19.8540819,0.0,0.873682612,98.98471128,0.0,7.396304937,659.2135022,20.41078864,0.0,0.0
56,05-06 01:09:20,19.91013541,0.0,0.829762856,98.92545069,0.0,8.348658772,620.5472808,20.48059577,0.0,0.0
57,05-06 01:09:30,19.901754,0.0,0.840752333,99.07933478,0.0,6.221711771,738.9078285,20.37627844,0.0,0.0
58,05-06 01:09:40,19.72427897,0.0,0.840910883,99.0592819,0.0,6.281482958,781.3974686,20.36165441,0.0,0.0
59,05-06 01:09:50,19.69704144,0.0,0.875629188,99.04870258,0.0,8.07357587,665.5077123,20.6300656,0.0,0.0
60,05-06 01:10:00,19.77170881,0.0,0.803470935,98.96417468,0.0,7.607908344,613.2886098,20.35332807,0.0,0.0
61,05-06 01:10:10,19.80653119,0.0,0.837074508,98.9265119,0.0,7.410566241,634.8027648,20.51164284,0.0,0.0
62,05-06 01:10:20,20.00781497,0.0,0.819963248,98.99656908,0.0,6.108408736,643.314569,20.40862994,0.0,0.0
63,05-06 01:10:30,19.90630103,0.0,0.815231671,98.9049045,0.0,8.078056916,670.2133898,20.5153311,0.0,0.0
64,05-06 01:10:40,19.77315673,0.0,0.865214041,99.01530566,0.0,7.421468044,713.660299,20.64168961,0.0,0.0
65,05-06 01:10:50,19.86526826,0.0,0.867807066,98.93802211,0.0,7.451561189,652.0361793,20.59769596,0.0,0.0
66,05-06 01:11:00,19.95163582,0.0,0.840925644,98.95063763,0.0,7.631898369,714.2832088,20.38528387,0.0,0.0
67,05-06 01:11:10,20.06303983,0.0,0.801111377,98.91008196,0.0,6.779623725,686.1054345,20.69726786,0.0,0.0
68,05-06 01:11:20,19.87730636,0.0,0.894202554,99.03685049,0.0,7.421435675,620.5184443,20.55122634,0.0,0.0
69,05-06 01:11:30,19.79662663,0.0,0.878466672,99.05669327,0.0,6.813064461,775.4701159,20.62016762,0.0,0.0
70,05-06 01:11:40,20.01442053,0.0,0.860328021,98.91407751,0.0,7.499595638,775.4523641,20.55668121,0.0,0.0
71,05-06 01:11:50,20.11530013,0.0,0.898677276,98.91731572,0.0,6.998901925,690.0879733,20.55684269,0.0,0.0
72,05-06 01:12:00,19.91341242,0.0,0.848725009,98.99579859,0.0,7.099458115,688.0191059,20.50655613,0.0,0.0
73,05-06 01:12:10,19.80885738,0.0,0.854210155,98.91801344,0.0,6.684138425,638.7058608,20.67109597,0.0,0.0
74,05-06 01:12:20,20.02564856,0.0,0.900864936,99.0929152,0.0,7.814744536,634.268651,20.42520429,0.0,0.0
75,05-06 01:12:30,19.81006318,0.0,0.893401204,98.9555714,0.0,6.336300371,669.480916,20.7063071,0.0,0.0
76,05-06 01:12:40,19.99486281,0.0,0.832177461,98.9492716,0.0,5.914324652,703.2343248,20.5195199,0.0,0.0
77,05-06 01:12:50,19.86363644,0.0,0.901152043,99.00156201,0.0,6.255091702,686.5464954,20.49193405,0.0,0.0
78,05-06 01:13:00,20.09450765,0.0,0.860221402,98.98656807,0.0,7.548343794,714.9266246,20.51901769,0.0,0.0
79,05-06 01:13:10,19.91577962,0.0,0.842225515,99.02836948,0.0,6.046101351,686.0903898,20.6158745,0.0,0.0
80,05-06 01:13:20,20.07312611,0.0,0.838323925,98.95025821,0.0,8.105040351,628.3007146,20.4973036,0.0,0.0
81,05-06 01:13:30,19.80445489,0.0,0.892231392,99.02052769,0.0,6.583106936,704.0108849,20.41959535,0.0,0.0
82,05-06 01:13:40,19.86610453,0.0,0.871842416,98.94020204,0.0,7.427061562,696.0444317,20.48562835,0.0,0.0
83,05-06 01:13:50,19.66108194,0.0,0.879004581,99.09182099,0.0,7.178495641,653.1077496,20.62534997,0.0,0.0
84,05-06 01:14:00,20.06071871,0.0,0.834365803,99.03933805,0.0,6.451203323,647.3229316,20.48328365,0.0,0.0
85,05-06 01:14:10,20.04991963,0.0,0.885144413,99.03867019,0.0,6.715064495,664.7613763,20.44073819,0.0,0.0
86,05-06 01:14:20,19.64093082,0.0,0.788803151,98.99900051,0.0,6.743029933,687.6199375,20.49855333,0.0,0.0
87,05-06 01:14:30,20.06501297,0.0,0.828683529,98.96794085,0.0,6.269424041,745.7539514,20.345523,0.0,0.0
88,05-06 01:14:40,19.94501345,0.0,0.838601096,99.04796055,0.0,6.167525628,761.579571,20.58712009,0.0,0.0
89,05-06 01:14:50,19.87052888,0.0,0.852980807,98.95285279,0.0,7.682494854,664.775075,20.51110886,0.0,0.0
90,05-06 01:15:00,20.23435374,0.0,0.877019426,99.01782751,0.0,7.272201423,639.2534534,20.67287671,0.0,0.0
91,05-06 01:15:10,20.04722563,0.0,0.836364949,98.95546243,0.0,7.694443697,779.9324764,20.37785748,0.0,0.0
92,05-06 01:15:20,20.05440081,0.0,0.842884417,98.93251997,0.0,6.90944994,794.3237338,20.62145855,0.0,0.0
93,05-06 01:15:30,19.81478394,0.0,0.863151781,99.06096244,0.0,7.723034591,639.7445325,20.48479482,0.0,0.0
94,05-06 01:15:40,19.88718358,0.0,0.817706946,99.06995308,0.0,7.218755803,742.7593965,20.53531315,0.0,0.0
95,05-06 01:15:50,20.19485596,0.0,0.832503765,99.05077238,0.0,7.702636596,611.1233168,20.50936513,0.0,0.0
96,05-06 01:16:00,19.88604087,0.0,0.885320559,98.96652962,0.0,6.682052213,753.1791366,20.5711476,0.0,0.0
97,05-06 01:16:10,20.07999225,0.0,0.829069475,98.99805611,0.0,6.186151485,661.2479199,20.45664447,0.0,0.0
98,05-06 01:16:20,20.06539782,0.0,0.849913102,99.06191125,0.0,6.725687134,598.6632456,20.66023863,0.0,0.0
99,05-06 01:16:30,20.13550098,0.0,0.861095155,98.98398894,0.0,7.210667767,742.318007,20.6102668,0.0,0.0
100,05-06 01:16:40,19.65981031,0.0,0.865442285,98.99382463,0.0,6.061639556,738.5944989,20.70396626,0.0,0.0
101,05-06 01:16:50,19.87040217,0.0,0.800001767,98.97560707,0.0,7.138281283,578.6379303,20.3155798,0.0,0.0
102,05-06 01:17:00,20.01758894,0.0,0.85247771,98.96577795,0.0,7.769108989,610.9313024,20.57485326,0.0,0.0
103,05-06 01:17:10,20.11768969,0.0,0.824764238,98.95084428,0.0,6.769523781,633.713075,20.71226489,0.0,0.0
104,05-06 01:17:20,19.81037461,0.0,0.872438284,99.08698559,0.0,7.599311041,614.3622402,20.54587382,0.0,0.0
105,05-06 01:17:30,19.83001855,0.0,0.818412891,98.96019866,0.0,7.16000693,631.2636695,20.35347839,0.0,0.0
106,05-06 01:17:40,20.04060912,0.0,0.847198889,98.9710048,0.0,7.118477187,722.5273244,20.24255686,0.0,0.0
107,05-06 01:17:50,20.143217,0.0,0.817693697,99.05911412,0.0,5.965967834,662.6951494,20.32544919,0.0,0.0
108,05-06 01:18:00,19.84730931,0.0,0.87521109,98.94651766,0.0,6.245608551,721.5544563,20.58847075,0.0,0.0
109,05-06 01:18:10,20.16790536,0.0,0.899136704,99.021149,0.0,5.857720197,670.9223128,20.45679246,0.0,0.0
110,05-06 01:18:20,19.79435021,0.0,0.870236527,98.94226661,0.0,6.726041545,764.4180231,20.68936344,0.0,0.0
111,05-06 01:18:30,20.23791573,0.0,0.829966683,99.09335078,0.0,7.39417858,656.098526,20.46665112,0.0,0.0
112,05-06 01:18:40,19.70196044,0.0,0.885510844,98.99592717,0.0,8.134562501,670.2642001,20.51135609,0.0,0.0
113,05-06 01:18:50,20.21484689,0.0,0.84363563,98.91989591,0.0,6.779011611,685.4568221,20.36389577,0.0,0.0
114,05-06 01:19:00,19.92953507,0.0,0.818366831,98.97642254,0.0,6.225343818,598.6964427,20.66803048,0.0,0.0
115,05-06 01:19:10,19.89302485,0.0,0.896680554,99.0748736,0.0,5.918592812,629.847739,20.48639302,0.0,0.0
116,05-06 01:19:20,19.81611398,0.0,0.812873058,98.9656461,0.0,6.733276598,688.957505,20.6930423,0.0,0.0
117,05-06 01:19:30,19.76539952,0.0,0.820001519,99.07550781,0.0,6.206491362,605.9308962,20.6402859,0.0,0.0
118,05-06 01:19:40,20.1071588,0.0,0.813388664,99.03808195,0.0,5.96114323,724.9794706,20.46608837,0.0,0.0
119,05-06 01:19:50,19.77303047,0.0,0.819816386,98.97905805,0.0,5.925034524,774.1804584,20.32738279,0.0,0.0
120,05-06 01:20:00,20.00239724,0.0,0.827384796,98.92584118,0.0,6.272955094,717.3710471,20.46892635,0.0,0.0
121,05-06 01:20:10,19.90952892,0.0,0.864412794,99.00357687,0.0,7.610403253,738.2822355,20.68597761,0.0,0.0
122,05-06 01:20:20,20.15255435,0.0,0.849452413,99.08069449,0.0,8.296856795,684.3931581,20.58047436,0.0,0.0
123,05-06 01:20:30,19.7399493,0.0,0.84720734,99.01027669,0.0,7.134031488,750.2384181,20.63596071,0.0,0.0
124,05-06 01:20:40,19.8038824,0.0,0.873137394,98.91364375,0.0,7.728567927,621.5961696,20.37791036,0.0,0.0
125,05-06 01:20:50,19.96944422,0.0,0.822207556,98.91997442,0.0,6.906172333,711.4265197,20.67098645,0.0,0.0
126,05-06 01:21:00,19.87624384,0.0,0.791487219,99.08851432,0.0,7.406930877,678.0090698,20.66117072,0.0,0.0
127,05-06 01:21:10,20.19422644,0.0,0.817361559,99.04508947,0.0,5.934974941,636.3185968,20.31464644,0.0,0.0
128,05-06 01:21:20,19.77126963,0.0,0.864003764,98.90659468,0.0,6.49845072,738.6938245,20.60080246,0.0,0.0
129,05-06 01:21:30,19.74510807,0.0,0.857950416,98.97687578,0.0,6.46838409,750.0958188,20.56909997,0.0,0.0
130,05-06 01:21:40,20.12556345,0.0,0.804384165,98.96849075,0.0,6.68603625,749.6662734,20.3846701,0.0,0.0
131,05-06 01:21:50,19.83124092,0.0,0.84075169,98.97317966,0.0,6.530461178,625.9961907,20.50103043,0.0,0.0
132,05-06 01:22:00,19.97809685,0.0,0.83289872,98.96179522,0.0,6.998327997,714.9308747,20.30475942,0.0,0.0
133,05-06 01:22:10,20.07294667,0.0,0.890078962,98.96083704,0.0,7.121056676,602.8101821,20.40926714,0.0,0.0
134,05-06 01:22:20,20.03953429,0.0,0.819842202,98.91551292,0.0,8.194505275,661.0930859,20.44478028,0.0,0.0
135,05-06 01:22:30,19.97720719,0.0,0.798409156,99.09420365,0.0,6.365882747,669.4901613,20.50847871,0.0,0.0
136,05-06 01:22:40,20.00858812,0.0,0.819313822,98.98546456,0.0,7.287429794,685.8633981,20.7037499,0.0,0.0
137,05-06 01:22:50,20.13233189,0.0,0.858005135,98.94886278,0.0,7.530610033,801.3538707,20.39545496,0.0,0.0
138,05-06 01:23:00,19.93148238,0.0,0.814316989,98.91719952,0.0,7.127366472,698.008191,20.41183557,0.0,0.0
139,05-06 01:23:10,19.71958336,0.0,0.849654396,99.06315686,0.0,5.91555,702.5752414,20.35789025,0.0,0.0
140,05-06 01:23:20,20.19683256,0.0,0.834862816,99.00707997,0.0,7.634931048,661.9545151,20.38899896,0.0,0.0
141,05-06 01:23:30,19.83527033,0.0,0.836202078,98.9577851,0.0,6.226697985,664.7391451,20.51692156,0.0,0.0
142,05-06 01:23:40,19.71522956,0.0,0.796893876,98.9101954,0.0,6.344610807,616.5147326,20.38575537,0.0,0.0
143,05-06 01:23:50,20.2174908,0.0,0.851279254,99.01096629,0.0,5.898262481,667.2089437,20.65922714,0.0,0.0
144,05-06 01:24:00,19.80258968,0.0,0.856657597,99.02246783,0.0,8.011611481,602.6404965,20.49794717,0.0,0.0
145,05-06 01:24:10,20.07917854,0.0,0.817537198,98.90334057,0.0,7.83043351,759.7512244,20.73269777,0.0,0.0
146,05-06 01:24:20,19.8861483,0.0,0.885676202,99.07960752,0.0,6.168306885,691.8766448,20.51550026,0.0,0.0
147,05-06 01:24:30,19.94363394,0.0,0.855821453,98.92475499,0.0,5.693181181,719.5745759,20.47766697,0.0,0.0
148,05-06 01:24:40,19.94579149,0.0,0.815369665,98.97720869,0.0,7.312898265,776.4087177,20.3832912,0.0,0.0
149,05-06 01:24:50,19.90331948,0.0,0.817338759,98.93894502,0.0,6.392535273,662.3925163,20.61626825,0.0,0.0
150,05-06 01:25:00,20.12311332,0.0,0.827159116,99.09372869,0.0,7.55157717,718.7197472,20.6640131,0.0,0.0
151,05-06 01:25:10,19.75928165,0.0,0.888930092,98.94506167,0.0,7.106973977,621.5909341,20.5827614,0.0,0.0
152,05-06 01:25:20,20.021249,0.0,0.890996716,98.91467546,0.0,6.517831378,622.5477899,20.49244418,0.0,0.0
153,05-06 01:25:30,19.77111297,0.0,0.83536961,98.95947886,0.0,6.453215279,767.3343096,20.59095395,0.0,0.0
154,05-06 01:25:40,20.13615647,0.0,0.79659245,98.97281614,0.0,6.203516959,705.2642408,20.66591786,0.0,0.0
155,05-06 01:25:50,20.08129024,0.0,0.900011909,98.95084824,0.0,7.039566763,678.7575256,20.51747942,0.0,0.0
156,05-06 01:26:00,19.95567155,0.0,0.830634362,98.97484022,0.0,6.439834814,694.3303013,20.63734467,0.0,0.0
157,05-06 01:26:10,19.94538908,0.0,0.839332654,99.01781827,0.0,6.618831024,731.5185957,20.63335225,0.0,0.0
158,05-06 01:26:20,19.9977997,0.0,0.855455997,98.99203571,0.0,6.48402016,663.0099418,20.67201619,0.0,0.0
159,05-06 01:26:30,19.94758699,0.0,0.810702611,99.09667052,0.0,6.368926624,682.5615722,20.77104921,0.0,0.0
160,05-06 01:26:40,19.87207817,0.0,0.875818984,99.05020818,0.0,6.053127934,696.923108,20.52866612,0.0,0.0
161,05-06 01:26:50,19.92063999,0.0,0.823245505,99.06937631,0.0,6.964179532,753.9158442,20.57758573,0.0,0.0
162,05-06 01:27:00,20.15482845,0.0,0.811824926,99.01237663,0.0,7.184101023,758.6979321,20.35383611,0.0,0.0
163,05-06 01:27:10,20.01375848,0.0,0.893960963,99.01141064,0.0,6.634251688,748.423828,20.66697809,0.0,0.0
164,05-06 01:27:20,20.09392147,0.0,0.862376274,99.07239402,0.0,6.172986473,788.7751121,20.73333386,0.0,0.0
165,05-06 01:27:30,20.01626117,0.0,0.864223601,99.06081957,0.0,5.977642658,727.8647509,20.4186017,0.0,0.0
166,05-06 01:27:40,20.23602256,0.0,0.832400521,99.0354733,0.0,6.403325727,766.7380475,20.5103402,0.0,0.0
167,05-06 01:27:50,20.03995178,0.0,0.822790333,99.0702661,0.0,6.981954743,781.6002787,20.67235657,0.0,0.0
168,05-06 01:28:00,19.9304308,0.0,0.867613911,99.0197857,0.0,6.873433537,711.8935697,20.34687059,0.0,0.0
169,05-06 01:28:10,19.93542832,0.0,0.885892692,98.90590068,0.0,6.555837105,726.4451087,20.47840051,0.0,0.0
170,05-06 01:28:20,20.06508785,0.0,0.821259843,99.01659596,0.0,7.470236351,735.1127471,20.65633424,0.0,0.0
171,05-06 01:28:30,20.07353073,0.0,0.841854972,99.09533601,0.0,7.147553765,642.5863131,20.42228552,0.0,0.0
172,05-06 01:28:40,19.9910716,0.0,0.796157304,99.04655569,0.0,6.10742138,652.4835468,20.3310421,0.0,0.0
173,05-06 01:28:50,19.99640162,0.0,0.820358077,98.98402606,0.0,6.051806653,647.4471326,20.51476797,0.0,0.0
174,05-06 01:29:00,19.88918,0.0,0.836375996,99.03704765,0.0,7.300404935,666.2260263,20.53836842,0.0,0.0
175,05-06 01:29:10,19.6245378,0.0,0.84440334,99.05385835,0.0,6.499264515,687.1209573,20.28956722,0.0,0.0
176,05-06 01:29:20,20.0253584,0.0,0.89147571,99.01378165,0.0,6.36013061,727.3496956,20.34023104,0.0,0.0
177,05-06 01:29:30,19.86395442,0.0,0.877350269,98.91448937,0.0,6.316529659,746.0939071,20.47952588,0.0,0.0
178,05-06 01:29:40,20.24082627,0.0,0.867382749,98.9640102,0.0,7.144188509,725.7245206,20.69019499,0.0,0.0
179,05-06 01:29:50,19.73279392,0.0,0.87357396,99.03510791,0.0,6.824971259,666.3218186,20.38434446,0.0,0.0
180,05-06 01:30:00,19.8332355,0.0,0.856599984,99.06266375,0.0,7.539035735,600.3269483,20.66303885,0.0,0.0
181,05-06 01:30:10,19.94071514,0.0,0.837031374,98.94441626,0.0,7.776038249,766.8463188,20.51753273,0.0,0.0
182,05-06 01:30:20,19.83175818,0.0,0.822285322,99.03576433,0.0,6.292029206,618.6304217,20.32735959,0.0,0.0
183,05-06 01:30:30,20.01207013,0.0,0.81747899,98.90638215,0.0,6.982302116,664.8230107,20.62159673,0.0,0.0
184,05-06 01:30:40,20.07017821,0.0,0.837252077,98.93942953,0.0,8.198652033,704.639473,20.50052092,0.0,0.0
185,05-06 01:30:50,19.83202492,0.0,0.869996289,98.92056272,0.0,6.125548352,603.227412,20.60514346,0.0,0.0
186,05-06 01:31:00,19.82443353,0.0,0.85974802,98.98050785,0.0,6.335116371,682.9427769,20.76910024,0.0,0.0
187,05-06 01:31:10,19.86960714,0.0,0.815273122,99.09553659,0.0,7.46750878,627.8915855,20.70985681,0.0,0.0
188,05-06 01:31:20,19.71096616,0.0,0.876480794,99.09151687,0.0,7.115320604,793.2133796,20.48691709,0.0,0.0
189,05-06 01:31:30,20.08185586,0.0,0.890871438,99.07481276,0.0,5.897372458,695.8932694,20.53727269,0.0,0.0
190,05-06 01:31:40,19.86630633,0.0,0.894896773,98.93498,0.0,6.412064645,781.3190972,20.44423671,0.0,0.0
191,05-06 01:31:50,20.00058008,0.0,0.809518099,99.05451214,0.0,6.823418899,718.725077,20.52291818,0.0,0.0
192,05-06 01:32:00,20.13926799,0.0,0.8392906,99.06955541,0.0,7.117906061,652.6229139,20.35951895,0.0,0.0
193,05-06 01:32:10,19.92763692,0.0,0.896688668,99.07660009,0.0,5.802348978,765.9670821,20.58086111,0.0,0.0
194,05-06 01:32:20,19.75214561,0.0,0.804621078,99.005774,0.0,6.970424034,735.0388141,20.3052118,0.0,0.0
195,05-06 01:32:30,19.77449517,0.0,0.849197776,98.93891836,0.0,6.662164137,725.6481359,20.53215143,0.0,0.0
196,05-06 01:32:40,19.83662497,0.0,0.886461438,99.04178869,0.0,7.041155018,687.5235929,20.68484334,0.0,0.0
197,05-06 01:32:50,19.93311427,0.0,0.840752865,98.97684273,0.0,6.765433089,623.49824,20.69360089,0.0,0.0
198,05-06 01:33:00,19.72612137,0.0,0.829879419,99.04661973,0.0,7.739417178,699.8364813,20.65474345,0.0,0.0
199,05-06 01:33:10,19.7752097,0.0,0.839984907,99.03319658,0.0,7.101605415,638.3218551,20.38672043,0.0,0.0
200,05-06 01:33:20,19.88261149,0.0,0.789886025,98.94444183,0.0,8.043440051,621.3566771,20.62251707,0.0,0.0
201,05-06 01:33:30,19.79907407,0.0,0.838021942,98.98084008,0.0,7.803294247,732.3166737,20.30243057,0.0,0.0
202,05-06 01:33:40,19.82962936,0.0,0.838230064,99.05402625,0.0,7.389944675,691.7366318,20.71548031,0.0,0.0
203,05-06 01:33:50,19.98119043,0.0,0.912621641,98.97166213,0.0,6.624278179,622.3364292,20.33921361,0.0,0.0
204,05-06 01:34:00,19.97812204,0.0,0.861902812,98.95378219,0.0,5.917620163,609.0746261,20.26874884,0.0,0.0
205,05-06 01:34:10,20.15621257,0.0,0.83768215,99.01681093,0.0,7.924976508,648.4271943,20.49314905,0.0,0.0
206,05-06 01:34:20,20.17382633,0.0,0.846109925,98.91100443,0.0,7.513896635,715.3541026,20.3714889,0.0,0.0
207,05-06 01:34:30,19.81098696,0.0,0.808067052,99.01833607,0.0,6.454809414,618.2963759,20.59355301,0.0,0.0
208,05-06 01:34:40,20.08591005,0.0,0.856930136,99.00898897,0.0,7.228315936,745.7011657,20.66769182,0.0,0.0
209,05-06 01:34:50,19.84606503,0.0,0.835431522,99.06009311,0.0,6.174515114,622.6338323,20.62322157,0.0,0.0
210,05-06 01:35:00,19.79849864,0.0,0.83942256,99.06030984,0.0,7.559255075,642.3356478,20.59451563,0.0,0.0
211,05-06 01:35:10,20.08878968,0.0,0.836000714,98.97344295,0.0,7.214204131,707.7908724,20.44056544,0.0,0.0
212,05-06 01:35:20,20.16241995,0.0,0.796607357,99.07852319,0.0,8.380056239,683.3757682,20.62128453,0.0,0.0
213,05-06 01:35:30,19.7347275,0.0,0.870132155,98.99417886,0.0,7.808029688,685.3443697,20.50625155,0.0,0.0
214,05-06 01:35:40,20.04495086,0.0,0.878556874,98.95535905,0.0,6.203414045,662.5102713,20.54090125,0.0,0.0
215,05-06 01:35:50,20.06366373,0.0,0.874573346,99.05967887,0.0,6.008215122,742.9608592,20.43634918,0.0,0.0
216,05-06 01:36:00,19.82892806,0.0,0.883553209,99.00004995,0.0,6.81463776,692.9704816,20.41021584,0.0,0.0
